client_id,age_bracket,job,marital,education,has_housing_loan,has_personal_loan,prev_call_duration,days_since_last_call,num_contacts_prev,poutcome,contact_date,cpi,subs_deposit
36342,41-60,white-collar,married,unknown,yes,yes,591,999,0,nonexistent,01/11/18,93.2,0
30749,25-40,technician,married,masters,unknown,unknown,946,999,0,nonexistent,02/08/18,93.444,1
2546,25-40,white-collar,single,bachelors,yes,yes,179,999,0,nonexistent,07/05/18,92.893,0
12246,41-60,blue-collar,divorced,secondary,yes,no,618,999,0,nonexistent,04/05/18,93.994,1
22160,41-60,other,divorced,senior_secondary,yes,no,162,999,0,nonexistent,05/07/18,93.918,0
29867,41-60,white-collar,divorced,unknown,yes,no,137,4,1,success,01/08/18,92.201,1
19054,25-40,technician,married,senior_secondary,no,yes,112,999,1,failure,01/06/18,92.963,0
39009,25-40,white-collar,divorced,senior_secondary,yes,yes,111,999,0,nonexistent,05/04/18,93.749,1
33355,41-60,white-collar,married,secondary,no,no,330,999,0,nonexistent,05/11/18,93.2,0
35644,25-40,technician,single,bachelors,no,no,78,999,0,nonexistent,01/11/18,93.2,0
15293,25-40,blue-collar,married,secondary,yes,no,441,999,0,nonexistent,05/06/18,94.465,0
6978,25-40,blue-collar,married,secondary,yes,no,118,999,0,nonexistent,02/05/18,93.994,0
38735,25-40,white-collar,married,senior_secondary,yes,no,160,999,0,nonexistent,05/04/18,93.075,0
30186,41-60,self-employed,married,secondary,yes,yes,797,999,0,nonexistent,02/08/18,93.444,1
3779,25-40,self-employed,single,secondary,no,no,125,999,0,nonexistent,01/05/18,93.994,0
10063,25-40,blue-collar,married,secondary,yes,no,330,999,1,failure,03/05/18,92.893,0
34013,25-40,blue-collar,married,secondary,yes,no,184,999,0,nonexistent,06/11/18,93.2,0
36977,41-60,other,divorced,secondary,no,no,366,3,1,success,02/11/18,93.2,0
38550,25-40,white-collar,married,senior_secondary,yes,no,118,999,1,failure,05/04/18,93.075,0
1923,25-40,technician,married,masters,yes,no,246,999,0,nonexistent,07/05/18,92.893,0
18144,41-60,white-collar,married,secondary,yes,no,384,999,0,nonexistent,01/06/18,94.465,0
27849,41-60,white-collar,married,bachelors,no,no,632,999,0,nonexistent,07/08/18,93.444,0
24694,41-60,white-collar,married,bachelors,yes,no,341,999,0,nonexistent,06/07/18,94.215,1
32425,25-40,white-collar,single,bachelors,no,no,177,6,3,success,03/08/18,94.027,1
28306,25-40,technician,single,bachelors,no,no,93,999,0,nonexistent,07/08/18,93.444,0
13252,25-40,entrepreneur,married,senior_secondary,yes,yes,485,999,0,nonexistent,04/05/18,92.893,1
29979,41-60,white-collar,married,bachelors,yes,yes,288,0,3,success,01/08/18,94.027,1
5193,25-40,pink-collar,single,senior_secondary,yes,no,178,999,0,nonexistent,01/05/18,92.893,0
28336,41-60,self-employed,married,bachelors,no,no,109,999,0,nonexistent,07/08/18,93.444,0
2298,41-60,white-collar,divorced,bachelors,no,no,507,999,0,nonexistent,07/05/18,92.893,1
11725,41-60,blue-collar,divorced,secondary,yes,no,385,999,0,nonexistent,04/05/18,93.994,0
34672,60+,white-collar,married,secondary,yes,no,131,999,2,failure,06/11/18,92.649,1
1868,25-40,pink-collar,married,secondary,yes,no,72,999,0,nonexistent,07/05/18,92.893,0
9530,25-40,white-collar,single,bachelors,no,no,792,999,0,nonexistent,03/05/18,93.994,1
27823,25-40,white-collar,married,bachelors,yes,no,191,999,0,nonexistent,07/08/18,93.444,0
35231,41-60,pink-collar,married,secondary,yes,no,772,999,0,nonexistent,07/11/18,93.2,0
25945,41-60,pink-collar,married,secondary,no,no,547,999,0,nonexistent,02/07/18,93.918,0
25175,25-40,white-collar,married,bachelors,yes,no,139700,999,0,nonexistent,02/07/18,93.918,1
31186,41-60,white-collar,divorced,senior_secondary,yes,no,131,4,1,success,02/08/18,92.201,1
19329,25-40,blue-collar,single,masters,no,no,96,999,0,nonexistent,03/07/18,93.918,0
19655,41-60,blue-collar,divorced,secondary,yes,no,246,999,0,nonexistent,03/07/18,93.918,0
5375,25-40,pink-collar,married,bachelors,yes,no,445,999,0,nonexistent,01/05/18,92.893,1
13551,41-60,white-collar,married,senior_secondary,yes,yes,1002,999,0,nonexistent,04/05/18,92.893,1
8006,25-40,technician,single,senior_secondary,no,no,68,12,1,success,02/05/18,92.893,0
15801,41-60,white-collar,married,unknown,no,no,245,999,0,nonexistent,05/06/18,92.963,1
40201,18-24,other,single,senior_secondary,no,no,400,999,0,nonexistent,02/04/18,93.075,0
31707,41-60,technician,married,masters,yes,no,336,999,0,nonexistent,03/08/18,93.444,1
5444,41-60,technician,single,bachelors,no,no,146,999,1,failure,01/05/18,93.876,1
33152,25-40,white-collar,single,senior_secondary,no,no,330,6,1,success,04/10/18,946.01,1
35002,25-40,white-collar,single,masters,yes,no,39,999,0,nonexistent,07/11/18,93.2,0
32774,25-40,other,single,secondary,yes,no,1003,999,0,nonexistent,02/10/18,92.431,1
10742,25-40,blue-collar,divorced,secondary,yes,no,604,999,0,nonexistent,03/05/18,92.893,1
4442,25-40,self-employed,married,secondary,yes,yes,731,999,0,nonexistent,01/05/18,92.893,1
1498,25-40,white-collar,single,bachelors,no,no,198,999,0,nonexistent,07/05/18,92.893,0
33071,41-60,technician,married,masters,no,no,504,6,1,success,04/10/18,92.431,1
21973,25-40,white-collar,married,unknown,yes,no,481,999,0,nonexistent,04/07/18,93.918,1
37772,25-40,other,married,senior_secondary,yes,no,436,6,1,success,07/03/18,93.369,1
10747,25-40,white-collar,single,bachelors,yes,yes,176,999,1,failure,03/05/18,92.893,0
946,41-60,white-collar,married,bachelors,no,yes,49,999,0,nonexistent,07/05/18,93.994,0
39901,41-60,blue-collar,married,secondary,yes,no,257,999,0,nonexistent,02/04/18,93.075,0
7614,41-60,blue-collar,married,secondary,yes,no,187,999,0,nonexistent,02/05/18,92.893,0
436,41-60,blue-collar,married,secondary,yes,yes,136,999,0,nonexistent,07/05/18,93.994,0
26818,25-40,technician,married,masters,yes,no,89,999,0,nonexistent,06/08/18,93.444,0
3541,41-60,white-collar,married,unknown,no,no,121,999,0,nonexistent,01/05/18,93.994,0
24002,25-40,blue-collar,single,secondary,yes,no,324,999,0,nonexistent,06/07/18,93.918,0
27709,25-40,white-collar,married,bachelors,yes,no,82,999,0,nonexistent,07/08/18,93.444,0
31718,41-60,self-employed,married,masters,yes,no,326,999,0,nonexistent,03/08/18,93.444,0
40675,41-60,technician,married,masters,no,no,925,3,1,success,04/09/18,92.379,1
6582,25-40,blue-collar,married,secondary,unknown,unknown,67,999,0,nonexistent,02/05/18,93.994,0
18482,25-40,white-collar,married,bachelors,yes,yes,172,999,0,nonexistent,01/06/18,94.465,0
40716,25-40,white-collar,married,bachelors,yes,yes,358,999,0,nonexistent,04/09/18,94.199,1
38556,18-24,blue-collar,married,secondary,no,no,178,999,0,nonexistent,05/04/18,93.075,0
25566,25-40,technician,married,secondary,no,no,854,999,0,nonexistent,02/07/18,93.918,1
3802,41-60,technician,married,secondary,yes,no,418,999,0,nonexistent,01/05/18,93.994,0
14425,25-40,blue-collar,married,secondary,no,no,388,999,0,nonexistent,04/06/18,94.465,0
36335,25-40,self-employed,married,secondary,yes,no,317,999,0,nonexistent,01/11/18,93.2,0
37151,41-60,other,married,masters,yes,yes,22,999,1,failure,02/11/18,93.2,0
7819,25-40,pink-collar,single,secondary,no,no,85,999,0,nonexistent,02/05/18,92.893,0
38730,41-60,white-collar,married,senior_secondary,no,no,447,2,1,success,05/04/18,93.075,1
36452,41-60,white-collar,married,senior_secondary,no,no,226,999,0,nonexistent,01/11/18,92.649,1
19086,25-40,white-collar,single,bachelors,yes,no,266,999,1,failure,01/06/18,94.055,1
36128,25-40,pink-collar,divorced,senior_secondary,no,yes,98,999,0,nonexistent,01/11/18,93.2,0
36025,25-40,blue-collar,married,secondary,no,no,677,999,0,nonexistent,01/11/18,93.2,1
16728,25-40,white-collar,married,bachelors,no,no,771,999,0,nonexistent,06/06/18,94.465,1
23356,25-40,pink-collar,married,senior_secondary,no,no,612,999,0,nonexistent,05/07/18,93.918,1
3927,41-60,blue-collar,married,secondary,yes,no,229,999,0,nonexistent,01/05/18,93.994,0
18137,25-40,blue-collar,married,secondary,yes,yes,426,999,0,nonexistent,01/06/18,94.465,0
17110,41-60,pink-collar,married,senior_secondary,yes,no,108,999,0,nonexistent,07/06/18,94.465,0
18980,25-40,other,married,bachelors,no,no,191,999,0,nonexistent,01/06/18,92.963,1
12415,25-40,blue-collar,married,secondary,yes,no,31,999,0,nonexistent,04/05/18,93.994,0
30316,41-60,white-collar,divorced,bachelors,yes,no,218,999,0,nonexistent,02/08/18,93.444,0
10364,25-40,white-collar,married,masters,yes,no,338,999,0,nonexistent,03/05/18,92.893,0
30718,25-40,white-collar,single,senior_secondary,yes,no,788,999,0,nonexistent,02/08/18,93.444,1
33096,25-40,white-collar,married,bachelors,no,no,401,999,0,nonexistent,04/10/18,92.431,1
1541,41-60,technician,married,masters,no,no,206,999,0,nonexistent,07/05/18,92.893,1
15732,25-40,white-collar,single,senior_secondary,yes,no,350,999,0,nonexistent,05/06/18,92.963,1
37369,41-60,other,married,secondary,no,no,582,999,0,nonexistent,06/12/18,92.713,1
28275,25-40,white-collar,single,senior_secondary,yes,no,82,999,0,nonexistent,07/08/18,93.444,0
10250,25-40,technician,married,secondary,yes,no,7,999,0,nonexistent,03/05/18,92.893,0
19467,25-40,entrepreneur,single,secondary,yes,no,38,999,0,nonexistent,03/07/18,93.918,0
11951,41-60,blue-collar,married,secondary,yes,no,248,999,0,nonexistent,04/05/18,93.994,0
3272,41-60,white-collar,married,secondary,no,no,155,999,0,nonexistent,01/05/18,93.994,0
18376,41-60,white-collar,divorced,bachelors,yes,no,99,999,0,nonexistent,01/06/18,94.465,0
12800,25-40,blue-collar,married,secondary,yes,no,1080,999,0,nonexistent,04/05/18,92.893,1
26214,41-60,other,divorced,secondary,no,yes,210,999,2,failure,02/07/18,94.215,1
4631,41-60,white-collar,married,bachelors,yes,yes,198,999,1,failure,01/05/18,92.893,0
28240,25-40,white-collar,single,bachelors,yes,yes,199,999,0,nonexistent,07/08/18,93.444,0
17989,41-60,technician,married,bachelors,no,no,399,999,0,nonexistent,01/06/18,94.465,0
33987,25-40,blue-collar,married,masters,no,yes,91,999,0,nonexistent,06/11/18,93.2,0
39369,41-60,blue-collar,single,secondary,yes,no,14,999,0,nonexistent,06/04/18,93.075,0
9634,41-60,white-collar,single,bachelors,yes,no,814,999,0,nonexistent,03/05/18,93.994,1
8746,25-40,white-collar,married,bachelors,no,no,277,999,0,nonexistent,03/05/18,93.994,0
19046,18-24,technician,single,bachelors,yes,no,163,999,1,failure,01/06/18,92.963,1
19145,41-60,white-collar,married,bachelors,no,yes,650,999,0,nonexistent,03/07/18,93.918,1
36746,25-40,technician,divorced,bachelors,no,no,316,999,0,nonexistent,02/11/18,93.2,1
13640,25-40,technician,single,bachelors,no,yes,166,999,0,nonexistent,04/05/18,92.893,0
9604,41-60,blue-collar,married,secondary,no,no,668,999,0,nonexistent,03/05/18,93.994,0
7200,25-40,technician,married,masters,yes,no,731,10,1,success,02/05/18,92.893,1
16695,18-24,technician,single,masters,yes,no,37,999,0,nonexistent,06/06/18,94.465,0
16836,25-40,pink-collar,married,senior_secondary,yes,no,591,999,0,nonexistent,06/06/18,92.963,1
27384,41-60,white-collar,single,senior_secondary,yes,no,606,6,1,success,06/08/18,92.201,1
19702,25-40,blue-collar,married,senior_secondary,yes,no,94,999,0,nonexistent,03/07/18,93.918,0
30033,41-60,technician,divorced,masters,yes,no,420,999,0,nonexistent,02/08/18,93.444,0
26254,25-40,white-collar,single,bachelors,yes,yes,4,999,0,nonexistent,02/07/18,94.215,0
29561,25-40,pink-collar,married,bachelors,yes,no,83,999,0,nonexistent,01/08/18,93.444,0
38909,41-60,other,divorced,bachelors,no,no,211,2,1,success,05/04/18,93.075,0
32732,41-60,white-collar,single,bachelors,yes,no,205,999,0,nonexistent,02/10/18,92.431,0
27246,41-60,blue-collar,married,secondary,no,no,348,999,0,nonexistent,06/08/18,93.444,0
28563,41-60,white-collar,married,bachelors,no,no,101,999,0,nonexistent,07/08/18,93.444,0
37242,41-60,white-collar,divorced,bachelors,yes,no,741,999,2,failure,02/11/18,947.67,1
6352,41-60,technician,married,secondary,yes,no,958,999,0,nonexistent,02/05/18,93.994,1
5059,41-60,other,divorced,masters,yes,no,139,999,1,failure,01/05/18,92.893,0
40571,60+,other,married,secondary,yes,no,129,999,0,nonexistent,03/04/18,93.075,1
36448,25-40,other,single,masters,yes,yes,123,7,1,success,01/11/18,92.649,1
38786,25-40,entrepreneur,single,bachelors,no,no,202,999,0,nonexistent,05/04/18,93.075,1
26933,25-40,self-employed,single,masters,yes,no,215,999,0,nonexistent,06/08/18,93.444,0
38687,41-60,white-collar,married,bachelors,no,no,522,999,0,nonexistent,05/04/18,93.075,1
34132,25-40,blue-collar,divorced,unknown,no,no,596,999,0,nonexistent,06/11/18,93.2,1
32428,25-40,white-collar,married,bachelors,no,no,161,999,0,nonexistent,03/08/18,94.027,0
33006,25-40,white-collar,married,senior_secondary,yes,no,194,4,1,success,04/10/18,92.431,1
18716,41-60,technician,married,senior_secondary,no,no,8,999,0,nonexistent,01/06/18,94.465,0
13347,25-40,white-collar,single,senior_secondary,no,no,144,999,0,nonexistent,04/05/18,92.893,0
37194,41-60,technician,divorced,bachelors,no,no,178,3,1,success,02/11/18,92.649,1
5513,41-60,white-collar,married,senior_secondary,yes,no,74,999,0,nonexistent,02/05/18,93.994,0
27837,41-60,blue-collar,married,secondary,no,no,137,999,0,nonexistent,07/08/18,93.444,0
1491,25-40,white-collar,married,masters,yes,no,115,999,0,nonexistent,07/05/18,92.893,0
39993,25-40,white-collar,single,bachelors,yes,no,221,999,0,nonexistent,02/04/18,93.075,0
6805,25-40,white-collar,married,senior_secondary,no,no,227,999,0,nonexistent,02/05/18,93.994,0
21923,41-60,other,married,senior_secondary,no,no,258,999,0,nonexistent,04/07/18,93.918,0
4680,41-60,blue-collar,married,senior_secondary,no,no,306,999,0,nonexistent,01/05/18,92.893,0
13394,25-40,pink-collar,single,senior_secondary,no,no,54,999,0,nonexistent,04/05/18,92.893,0
13220,25-40,blue-collar,single,secondary,yes,no,23,999,1,failure,04/05/18,92.893,0
20554,41-60,white-collar,married,senior_secondary,yes,yes,396,13,2,success,03/07/18,94.215,1
31378,41-60,white-collar,married,bachelors,yes,no,231,999,0,nonexistent,03/08/18,93.444,0
19591,25-40,technician,single,masters,no,no,815,999,0,nonexistent,03/07/18,93.918,1
29650,25-40,white-collar,married,bachelors,yes,no,181,999,0,nonexistent,01/08/18,93.444,0
37466,25-40,other,single,secondary,no,yes,889,999,0,nonexistent,05/03/18,92.843,0
30585,25-40,technician,single,senior_secondary,yes,no,92,999,0,nonexistent,02/08/18,93.444,0
12829,25-40,white-collar,single,bachelors,yes,no,662,12,1,success,04/05/18,92.893,1
7632,25-40,blue-collar,married,secondary,yes,no,796,999,0,nonexistent,02/05/18,92.893,0
28809,41-60,blue-collar,married,unknown,yes,no,140,999,0,nonexistent,01/08/18,93.444,0
18638,41-60,white-collar,married,bachelors,no,yes,20,999,0,nonexistent,01/06/18,94.465,0
16253,25-40,other,single,secondary,no,no,878,999,0,nonexistent,06/06/18,94.465,1
31385,25-40,technician,married,senior_secondary,no,no,243,999,0,nonexistent,03/08/18,93.444,1
29949,25-40,white-collar,single,bachelors,yes,no,173,1,1,success,01/08/18,92.201,1
34792,25-40,technician,married,masters,yes,no,147,999,1,failure,07/11/18,93.2,0
17372,25-40,white-collar,single,bachelors,no,no,651,999,0,nonexistent,07/06/18,94.465,1
7954,41-60,blue-collar,divorced,secondary,no,no,148,999,0,nonexistent,02/05/18,92.893,0
23081,25-40,technician,single,secondary,yes,no,144,999,0,nonexistent,05/07/18,93.918,0
6958,41-60,technician,married,masters,no,no,864,999,0,nonexistent,02/05/18,93.994,1
34218,25-40,technician,divorced,senior_secondary,no,no,70,999,0,nonexistent,06/11/18,93.2,0
14979,18-24,other,single,senior_secondary,yes,no,434,9,1,success,04/06/18,94.055,1
39651,25-40,white-collar,single,bachelors,no,yes,207,999,0,nonexistent,06/04/18,93.749,0
3309,25-40,white-collar,married,bachelors,no,no,190,999,0,nonexistent,01/05/18,93.994,0
19198,25-40,white-collar,married,bachelors,no,yes,119,999,0,nonexistent,03/07/18,93.918,0
39865,25-40,white-collar,single,senior_secondary,no,no,785,999,0,nonexistent,02/04/18,93.075,1
20431,41-60,white-collar,married,bachelors,no,no,114,999,0,nonexistent,03/07/18,93.918,0
37750,18-24,white-collar,single,senior_secondary,yes,yes,224,999,0,nonexistent,07/03/18,92.843,1
34853,25-40,blue-collar,married,secondary,yes,no,244,999,0,nonexistent,07/11/18,93.2,0
38187,25-40,white-collar,married,bachelors,no,no,441,999,0,nonexistent,04/04/18,93.075,1
37585,60+,technician,married,masters,yes,no,83,999,0,nonexistent,06/03/18,92.843,1
29992,18-24,other,single,unknown,yes,no,253,6,1,success,01/08/18,94.027,1
37683,25-40,white-collar,single,bachelors,no,yes,236,999,0,nonexistent,06/03/18,93.369,1
20498,25-40,white-collar,married,bachelors,yes,no,429,999,0,nonexistent,03/07/18,92.469,1
24178,25-40,pink-collar,divorced,senior_secondary,no,yes,278,999,0,nonexistent,06/07/18,93.918,1
10599,25-40,blue-collar,single,secondary,no,no,191,999,1,failure,03/05/18,92.893,1
14877,41-60,other,single,secondary,yes,no,107,999,0,nonexistent,04/06/18,92.963,1
14804,25-40,pink-collar,married,secondary,no,no,84,999,0,nonexistent,04/06/18,92.963,1
967,41-60,white-collar,married,secondary,no,no,322,999,0,nonexistent,07/05/18,93.994,0
10964,25-40,white-collar,married,secondary,no,no,772,999,0,nonexistent,04/05/18,93.994,1
31299,25-40,white-collar,married,bachelors,no,no,131,999,0,nonexistent,02/08/18,92.201,0
37757,25-40,white-collar,single,bachelors,no,yes,96,999,0,nonexistent,07/03/18,92.843,1
32921,25-40,white-collar,married,bachelors,no,no,135,999,0,nonexistent,03/10/18,92.431,1
13741,60+,white-collar,married,bachelors,yes,no,407,999,1,failure,04/05/18,93.876,1
12256,41-60,pink-collar,married,secondary,no,no,68,999,0,nonexistent,04/05/18,93.994,0
38237,25-40,white-collar,single,senior_secondary,no,yes,319,6,1,success,04/04/18,93.075,1
37964,25-40,white-collar,married,bachelors,no,no,121,999,1,failure,02/03/18,93.369,0
23992,25-40,technician,single,bachelors,no,no,141,999,0,nonexistent,06/07/18,93.918,0
27245,41-60,white-collar,married,bachelors,no,no,313,999,0,nonexistent,06/08/18,93.444,0
40030,41-60,white-collar,divorced,bachelors,unknown,unknown,249,999,0,nonexistent,02/04/18,93.075,0
15445,41-60,white-collar,married,senior_secondary,yes,no,306,999,0,nonexistent,05/06/18,94.465,0
35493,25-40,technician,married,masters,yes,no,107,999,0,nonexistent,07/11/18,93.2,0
40663,41-60,other,married,secondary,yes,no,458,999,0,nonexistent,04/09/18,92.379,1
25851,41-60,white-collar,married,senior_secondary,no,no,327,999,0,nonexistent,02/07/18,93.918,0
34617,25-40,white-collar,single,senior_secondary,no,no,436,999,0,nonexistent,06/11/18,93.2,0
15949,25-40,entrepreneur,single,senior_secondary,no,no,49,999,0,nonexistent,05/06/18,94.055,0
40725,60+,white-collar,married,masters,no,no,380,999,0,nonexistent,04/09/18,94.199,0
25763,18-24,other,single,bachelors,yes,no,138,999,0,nonexistent,02/07/18,93.918,0
8096,41-60,blue-collar,single,secondary,no,no,408,999,2,failure,02/05/18,92.893,0
23646,25-40,white-collar,divorced,bachelors,no,yes,106,999,0,nonexistent,05/07/18,92.469,0
8994,41-60,blue-collar,divorced,secondary,no,no,920,999,0,nonexistent,03/05/18,93.994,1
31782,41-60,blue-collar,married,secondary,no,no,66,999,0,nonexistent,03/08/18,93.444,0
7759,25-40,white-collar,divorced,bachelors,yes,no,47,999,0,nonexistent,02/05/18,92.893,0
35716,41-60,self-employed,divorced,secondary,no,no,486,999,0,nonexistent,01/11/18,93.2,0
3775,25-40,pink-collar,married,senior_secondary,no,no,445,999,0,nonexistent,01/05/18,93.994,0
40805,18-24,other,single,senior_secondary,no,no,369,5,1,success,05/09/18,94.199,1
6696,41-60,white-collar,divorced,bachelors,yes,no,938,999,0,nonexistent,02/05/18,93.994,1
32448,25-40,blue-collar,married,secondary,yes,no,112,999,0,nonexistent,05/10/18,93.798,1
22485,25-40,white-collar,married,bachelors,no,no,66,999,0,nonexistent,05/07/18,93.918,0
24964,25-40,pink-collar,single,senior_secondary,yes,no,113,999,0,nonexistent,02/07/18,93.918,0
24081,25-40,pink-collar,married,senior_secondary,no,yes,157,999,0,nonexistent,06/07/18,93.918,0
19733,25-40,pink-collar,single,senior_secondary,no,yes,257,999,0,nonexistent,03/07/18,93.918,0
20561,18-24,pink-collar,single,masters,no,no,363,999,1,failure,03/07/18,94.215,1
37819,25-40,white-collar,single,bachelors,no,no,139,999,0,nonexistent,01/03/18,92.843,1
3079,25-40,self-employed,married,bachelors,yes,no,50,999,0,nonexistent,01/05/18,93.994,0
39491,25-40,other,single,unknown,yes,no,170,999,0,nonexistent,06/04/18,93.075,1
9171,41-60,pink-collar,married,senior_secondary,yes,no,1263,999,0,nonexistent,03/05/18,93.994,1
7863,25-40,pink-collar,single,senior_secondary,yes,yes,562,999,0,nonexistent,02/05/18,92.893,1
27587,41-60,technician,married,bachelors,yes,no,231,999,0,nonexistent,07/08/18,93.444,0
11735,41-60,technician,married,masters,no,no,736,999,0,nonexistent,04/05/18,93.994,1
8265,25-40,blue-collar,married,secondary,no,no,116,999,0,nonexistent,02/05/18,92.893,1
27866,25-40,technician,single,bachelors,yes,no,645,999,0,nonexistent,07/08/18,93.444,1
27326,25-40,blue-collar,married,secondary,no,no,153,999,1,failure,06/08/18,92.201,0
30175,25-40,pink-collar,single,masters,yes,yes,99,999,0,nonexistent,02/08/18,93.444,0
31597,41-60,white-collar,married,senior_secondary,no,no,528,999,0,nonexistent,03/08/18,93.444,0
24809,41-60,pink-collar,divorced,secondary,no,no,461,999,0,nonexistent,02/07/18,93.918,0
32961,41-60,technician,married,masters,no,no,391,27,1,success,03/10/18,946.01,1
20362,41-60,white-collar,divorced,senior_secondary,no,yes,129,999,0,nonexistent,03/07/18,93.918,0
28953,41-60,white-collar,married,bachelors,no,yes,308,999,0,nonexistent,01/08/18,93.444,0
29681,41-60,self-employed,married,bachelors,yes,no,217,999,0,nonexistent,01/08/18,93.444,0
33855,25-40,white-collar,married,senior_secondary,unknown,unknown,104,999,1,failure,05/11/18,92.649,0
30234,41-60,white-collar,married,bachelors,yes,no,201,999,0,nonexistent,02/08/18,93.444,0
34834,25-40,white-collar,married,bachelors,no,no,143,999,1,failure,07/11/18,93.2,0
23520,41-60,entrepreneur,married,masters,yes,no,576,999,0,nonexistent,05/07/18,93.918,0
23281,25-40,technician,married,masters,no,no,126,999,0,nonexistent,05/07/18,93.918,0
68,41-60,white-collar,married,secondary,yes,no,158,999,0,nonexistent,07/05/18,93.994,0
21456,25-40,white-collar,single,bachelors,no,no,76,999,0,nonexistent,04/07/18,93.918,0
37887,25-40,white-collar,single,unknown,no,no,196,999,1,failure,01/03/18,93.369,0
16957,25-40,other,single,bachelors,yes,no,665,3,2,success,06/06/18,94.055,1
23038,41-60,technician,divorced,senior_secondary,yes,no,43,999,0,nonexistent,05/07/18,93.918,0
40643,41-60,white-collar,married,senior_secondary,no,no,495,3,1,success,04/09/18,92.379,1
38285,41-60,white-collar,married,unknown,no,no,387,999,0,nonexistent,04/04/18,93.749,1
9493,41-60,white-collar,married,secondary,no,no,207,999,0,nonexistent,03/05/18,93.994,0
39440,25-40,white-collar,married,senior_secondary,yes,no,326,999,1,failure,06/04/18,93.075,0
21586,25-40,blue-collar,single,secondary,yes,no,1309,999,0,nonexistent,04/07/18,93.918,1
21939,41-60,pink-collar,married,secondary,yes,no,92,999,0,nonexistent,04/07/18,93.918,0
13406,41-60,white-collar,married,bachelors,no,no,138000,999,0,nonexistent,04/05/18,92.893,0
40937,25-40,white-collar,married,bachelors,no,yes,173,999,0,nonexistent,06/09/18,94.199,1
19492,25-40,pink-collar,single,senior_secondary,no,no,191,999,0,nonexistent,03/07/18,93.918,0
6859,25-40,blue-collar,married,secondary,yes,no,289,999,0,nonexistent,02/05/18,93.994,0
25057,25-40,pink-collar,divorced,bachelors,no,no,407,999,0,nonexistent,02/07/18,93.918,0
12650,25-40,blue-collar,married,secondary,no,yes,763,999,0,nonexistent,04/05/18,92.893,1
15270,41-60,blue-collar,married,secondary,yes,no,81,999,0,nonexistent,05/06/18,94.465,0
29439,25-40,technician,single,bachelors,unknown,unknown,889,999,0,nonexistent,01/08/18,93.444,0
36357,25-40,technician,single,bachelors,no,yes,197,999,0,nonexistent,01/11/18,93.2,0
32313,41-60,other,married,secondary,yes,no,137,3,1,success,03/08/18,92.201,1
23605,41-60,white-collar,married,masters,no,no,127,999,0,nonexistent,05/07/18,93.918,0
39226,41-60,white-collar,married,unknown,no,no,952,999,1,failure,06/04/18,93.075,1
35594,25-40,pink-collar,divorced,bachelors,no,no,403,999,0,nonexistent,07/11/18,947.67,1
38194,41-60,other,divorced,bachelors,yes,no,129,999,0,nonexistent,04/04/18,93.075,1
7008,25-40,blue-collar,married,senior_secondary,no,no,471,999,0,nonexistent,02/05/18,93.994,0
26636,41-60,white-collar,married,bachelors,no,no,1141,999,0,nonexistent,06/08/18,93.444,1
27735,25-40,technician,single,masters,yes,no,110,999,0,nonexistent,07/08/18,93.444,0
40888,41-60,white-collar,married,secondary,yes,no,230,999,0,nonexistent,06/09/18,92.379,1
12188,25-40,self-employed,married,secondary,no,no,648,999,0,nonexistent,04/05/18,93.994,0
32228,41-60,pink-collar,married,senior_secondary,yes,no,358,999,0,nonexistent,03/08/18,92.201,1
7275,25-40,technician,single,senior_secondary,yes,no,576,999,0,nonexistent,02/05/18,92.893,1
40917,25-40,white-collar,single,senior_secondary,yes,no,216,6,2,success,06/09/18,94.199,1
636,25-40,white-collar,divorced,senior_secondary,yes,no,19,999,0,nonexistent,07/05/18,93.994,0
20847,25-40,pink-collar,married,senior_secondary,yes,no,145,999,0,nonexistent,04/07/18,93.918,0
19330,25-40,blue-collar,married,secondary,yes,no,221,999,0,nonexistent,03/07/18,93.918,0
10727,25-40,blue-collar,married,secondary,yes,yes,252,999,0,nonexistent,03/05/18,92.893,0
40462,60+,other,divorced,secondary,no,yes,342,999,0,nonexistent,03/04/18,93.075,1
5393,18-24,other,single,senior_secondary,yes,no,226,999,0,nonexistent,01/05/18,92.893,1
15187,41-60,white-collar,married,bachelors,no,no,84,999,0,nonexistent,05/06/18,94.465,0
14249,41-60,blue-collar,single,secondary,yes,no,76,999,0,nonexistent,04/06/18,94.465,0
32508,60+,other,married,secondary,yes,no,272,999,0,nonexistent,05/10/18,92.431,1
21199,25-40,blue-collar,married,secondary,yes,yes,1018,999,0,nonexistent,04/07/18,93.918,1
3467,25-40,white-collar,married,secondary,no,no,224,999,0,nonexistent,01/05/18,93.994,0
2413,25-40,blue-collar,married,secondary,yes,no,1027,999,0,nonexistent,07/05/18,92.893,1
13898,41-60,white-collar,married,bachelors,no,no,369,999,0,nonexistent,04/06/18,94.465,0
1721,41-60,white-collar,married,bachelors,yes,no,202,999,1,failure,07/05/18,92.893,0
33958,41-60,other,married,secondary,no,no,79,999,0,nonexistent,06/11/18,93.2,0
33075,18-24,white-collar,single,bachelors,yes,yes,97,999,0,nonexistent,04/10/18,92.431,1
35958,25-40,white-collar,married,bachelors,yes,no,857,999,0,nonexistent,01/11/18,93.2,1
11341,25-40,white-collar,single,senior_secondary,no,yes,813,999,0,nonexistent,04/05/18,93.994,1
